Feature	rank	coef	abs_coef	mean	mean_0	mean_1	mlr	prev	prev_0	prev_1	plr	i_coef	i_coef_l	i_coef_h	i_pvalue	kingdom	phylum	class	order	family	genus	species	otu_id
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__2714942	57	-0.041127807555100003	0.041127807555100003	6.348777235237103e-05	8.879636387518146e-05	1.366684069109091e-06	-1.5791184637158844	0.19736842105263158	0.25925925925925924	0.045454545454545456	-0.48509018439093776	-0.51043812621424001	-1.022408705307245	0.0015324528787649117	0.050689707324715123	Bacteria	Firmicutes	Clostridia	Clostridiales				2714942
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii;otu__199430	58	-0.031211252543700004	0.031211252543700004	7.216608797977102e-05	6.83997976805074e-05	8.141061871432727e-05	0.07462497033693449	0.5921052631578947	0.6296296296296297	0.5	-0.07491571930188856	-0.10598394628902358	-0.55653329820917707	0.34456540563112997	0.64476442255596722	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	199430
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__178420	59	0.042444352869200001	0.042444352869200001	9.462303117772368e-06	3.7073897113185186e-06	2.3587999660886363e-05	0.7179430446672395	0.17105263157894737	0.07407407407407407	0.4090909090909091	0.6910010746647435	0.93350969821186858	0.283451722864551	1.5835676735591862	0.0048839801232912908	Bacteria	Firmicutes	Clostridia	Clostridiales				178420
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__194733	60	0.044622309735199997	0.044622309735199997	1.1322626276090787e-05	3.956931521946296e-06	2.940205885444545e-05	0.7876900760733229	0.14473684210526316	0.07407407407407407	0.3181818181818182	0.5940910616566871	0.68550126478979756	0.078916980946213355	1.2920855486333818	0.026763051786521348	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			194733
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__176077	61	0.037994674814400005	0.037994674814400005	1.693399188400263e-05	1.4809799830420369e-05	2.2147917833704547e-05	0.16558556079640419	0.3026315789473684	0.24074074074074073	0.45454545454545453	0.2852357284807493	0.33831363862210584	-0.12418483966925009	0.80081211691346177	0.1516588311918603	Bacteria	Firmicutes	Clostridia	Clostridiales				176077
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__198422	62	-0.041732232883099997	0.041732232883099997	0.00010035978650170791	0.00012344528239459078	4.3695387491904545e-05	-0.4447157307580837	0.5526315789473685	0.5925925925925926	0.45454545454545453	-0.0871501757189002	-0.31350972903084268	-0.77016277151193457	0.14314331345024922	0.17843477118119722	Bacteria	Firmicutes	Clostridia	Clostridiales				198422
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__182383	63	0.031320199827799995	0.031320199827799995	9.129479776938156e-06	7.743124563724075e-06	1.2532351663918183e-05	0.18970660938419157	0.19736842105263158	0.12962962962962962	0.36363636363636365	0.4411236014481436	0.43074767968428734	-0.056601649418427158	0.91809700878700184	0.083214795960868643	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			182383
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__91962	64	-0.048908904316599999	0.048908904316599999	5.862659615536842e-06	6.5980386369351855e-06	4.057638381195455e-06	-0.17675372339981602	0.11842105263157894	0.12962962962962962	0.09090909090909091	-0.035997653271518895	-0.10511570342695527	-0.55907138736219619	0.34883998050828569	0.64994439501901424	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			91962
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__;s__;otu__4446902	65	0.032238359049199999	0.032238359049199999	0.00022498232893493282	0.00025348147142020003	0.00015502988828927728	-0.21244836965313835	0.3157894736842105	0.25925925925925924	0.45454545454545453	0.255272505103306	0.27254452430116666	-0.18760130124061619	0.73269034984294956	0.24568772821056462	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae			4446902
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri;otu__180825	66	-0.038707822925400003	0.038707822925400003	0.006579698796369782	0.007690132914236765	0.0038540877797871866	-0.29995604535393167	0.9342105263157895	0.9444444444444444	0.9090909090909091	-0.0038129699001175758	-0.34350919798086516	-0.81654513099403392	0.12952673503230361	0.15465311952550684	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	180825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;otu__1028283	67	-0.034727526805900001	0.034727526805900001	1.2300381428140789e-05	1.7311647935901852e-05	0.0	-1.2627274298977593	0.10526315789473684	0.14814814814814814	0.0	-0.5642714304385625	-0.44393762697980682	-0.99192517377383216	0.10404991981421846	0.11232862697251045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		1028283
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__;otu__352747	68	-0.034741044038400004	0.034741044038400004	1.920683568469342e-05	2.54015189698037e-05	4.001703984877273e-06	-0.7225109286699142	0.2631578947368421	0.3148148148148148	0.13636363636363635	-0.26324143477458134	-0.39954691428985106	-0.87296277158763724	0.073868943007935117	0.098098445685479901	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		352747
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__288651	69	-0.039089110785700001	0.039089110785700001	0.00019171661657759606	0.00021600352100444817	0.00013210330571168636	-0.212277938969186	0.6973684210526315	0.7222222222222222	0.6363636363636364	-0.035997653271518895	-0.1755500425691999	-0.62818210026608501	0.27708201512768516	0.44716030372663673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			288651
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__2341726	70	0.037274013308599994	0.037274013308599994	6.969787362224999e-06	5.1376593593203695e-06	1.14668288239e-05	0.30775321504786946	0.13157894736842105	0.07407407407407407	0.2727272727272727	0.5360991146790003	0.47932709001146717	-0.053556107597577396	1.0122102876205117	0.07790341550881584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			2341726
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__593422	71	-0.042173490120400003	0.042173490120400003	1.0124357245768424e-05	1.332080366330741e-05	2.2785342209e-06	-0.6402876695159535	0.18421052631578946	0.2222222222222222	0.09090909090909091	-0.24685101858641204	-0.32932812008746642	-0.80387318423514942	0.14521694406021657	0.1737699371338135	Bacteria	Firmicutes	Clostridia	Clostridiales				593422
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__191391	72	0.0415782593109	0.0415782593109	1.5482117735905255e-05	1.072730232967963e-05	2.715302827845909e-05	0.38032699515313806	0.3157894736842105	0.2222222222222222	0.5454545454545454	0.3899710790007623	0.61239204600985564	0.12377789568194558	1.1010061963377658	0.0140309234791921	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			191391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis;otu__328617	73	-0.036005673285300008	0.036005673285300008	1.3098247467919736e-05	1.815222867688889e-05	6.930208640863636e-07	-1.0535570083462107	0.13157894736842105	0.16666666666666666	0.045454545454545456	-0.30899892533525647	-0.35985623736939715	-0.86342081361451362	0.14370833887571938	0.16132616361630026	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	328617
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__;otu__4375860	74	-0.0270016048415	0.0270016048415	0.000134830472799125	0.0001864641765815148	8.093199878713636e-06	-1.3142015511291705	0.15789473684210525	0.16666666666666666	0.13636363636363635	-0.007968929671275292	-0.16692710963303792	-0.62816287240353619	0.29430865313746041	0.47811600417391698	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		4375860
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__308386	75	0.038706636922300003	0.038706636922300003	9.840745791609344e-05	4.649695594563149e-05	0.0002258241445708636	0.6790235048668464	0.21052631578947367	0.16666666666666666	0.3181818181818182	0.2930610659927059	0.42621543750200036	-0.060175360382173748	0.91260623538617447	0.085891340632884616	Bacteria	Firmicutes	Clostridia	Clostridiales				308386
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__;otu__4437359	76	-0.0499739160216	0.0499739160216	0.0003440457724290289	0.00037099002947888713	0.00027790986876119543	-0.12506741823355982	0.7763157894736842	0.8148148148148148	0.6818181818181818	-0.05912145211865665	-0.27611009347647703	-0.73516978998368276	0.18294960303072871	0.2384550338262057	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		4437359
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;otu__333042	77	-0.033822980199900002	0.033822980199900002	2.086071638898684e-05	2.517860840257963e-05	1.0262254173804545e-05	-0.3663212321328205	0.27631578947368424	0.3148148148148148	0.18181818181818182	-0.16633142176652496	-0.2740144212749222	-0.73383102234624387	0.18580217979639951	0.24281325047332525	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		333042
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__4396292	78	0.032341391725200001	0.032341391725200001	8.723045699349603e-05	6.018132652087408e-05	0.0001536237772444773	0.4026573892422158	0.5394736842105263	0.48148148148148145	0.6818181818181818	0.16272729749769976	0.46482935013854915	-0.00029955961940497655	0.92995825989650327	0.050147731507816137	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			4396292
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__;otu__1013285	79	-0.044054579653900007	0.044054579653900007	1.813838349609342e-05	2.508890357922407e-05	1.0780160193181817e-06	-1.098806936494313	0.15789473684210525	0.2037037037037037	0.045454545454545456	-0.38818017138288136	-0.40144675683173431	-0.90967665596967606	0.1067831423062075	0.12158378660898271	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		1013285
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__196322	80	0.043507596590200003	0.043507596590200003	9.702643784075e-06	7.736303048611111e-06	1.4529116498395452e-05	0.24981905740091648	0.17105263157894737	0.1111111111111111	0.3181818181818182	0.44796302597844906	0.45802810285037326	-0.045962568835759388	0.96201877453650586	0.074876413509608788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			196322
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__;otu__128390	81	-0.029766730019299997	0.029766730019299997	0.00032891431170415134	0.0004428851576720279	4.9167689783e-05	-0.9468465213550189	0.23684210526315788	0.2962962962962963	0.09090909090909091	-0.3633565876578493	-0.40941872263608686	-0.89343469846366763	0.074597253191493906	0.097339376979369396	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		128390
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__4383922	82	0.039442695963399999	0.039442695963399999	4.1131704191118425e-06	3.24743318147037e-06	6.238161820595455e-06	0.23150173273549476	0.10526315789473684	0.07407407407407407	0.18181818181818182	0.3899710790007623	0.27246042838175616	-0.21066697238574084	0.75558782914925315	0.26901893904005114	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			4383922
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__312509	83	0.038682109967099997	0.038682109967099997	6.933303738163159e-06	2.816629644622222e-06	1.703786742230909e-05	0.6745051713159926	0.10526315789473684	0.037037037037037035	0.2727272727272727	0.7579478642953567	0.89220418782765032	0.10307433028764745	1.6813340453676533	0.026693558143140013	Bacteria	Firmicutes	Clostridia	Clostridiales				312509
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__;otu__4404577	84	0.033050741338400004	0.033050741338400004	0.0003730750746316855	0.00042051062369937223	0.0002566423632837273	-0.21379125083280223	0.34210526315789475	0.3148148148148148	0.4090909090909091	0.13469857389745624	0.16052664835450681	-0.2924379798870253	0.61349127659603897	0.48730986154051592	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus		4404577
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__366161	85	0.036085332738300002	0.036085332738300002	7.141019944190789e-06	5.502356740146296e-06	1.1163193263209093e-05	0.2719768147797472	0.14473684210526316	0.1111111111111111	0.22727272727272727	0.3230242893701491	0.27568509760845555	-0.19720379512176334	0.74857399033867444	0.25319590984858431	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			366161
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__;otu__196724	86	-0.032380933584200002	0.032380933584200002	2.386040481577237e-05	2.5743842496751858e-05	1.923742141700455e-05	-0.12106863051371015	0.25	0.2777777777777778	0.18181818181818182	-0.11517889931914368	-0.19908133615742105	-0.65518828832823561	0.25702561601339358	0.3922831989352733	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		196724
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__;otu__194557	87	-0.032525029405499999	0.032525029405499999	5.034145978052632e-06	7.0850943394814815e-06	0.0	-0.9076850917596989	0.10526315789473684	0.14814814814814814	0.0	-0.5642714304385625	-0.44458000292125421	-0.98198537480210368	0.092825368959595256	0.10492720514863652	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		194557
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__291266	88	0.0401437110044	0.0401437110044	8.295487893408814e-05	5.211211153991296e-05	0.00015865985344706366	0.4780021585983078	0.40789473684210525	0.35185185185185186	0.5454545454545454	0.2028844356436179	0.42027113177423547	-0.047919496086267832	0.88846175963473883	0.078516229543263316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			291266
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68;s__;otu__505541	89	-0.035319408860900001	0.035319408860900001	1.5434037077186842e-05	1.9096548257664818e-05	6.444236906922727e-06	-0.4313012845317696	0.21052631578947367	0.24074074074074073	0.13636363636363635	-0.15409696534951337	-0.25179407263080672	-0.71407662737421973	0.21048848211260629	0.28572591781708179	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	1-68		505541
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__182073	90	0.040504673642099996	0.040504673642099996	6.523636814569736e-06	2.4315695786499996e-06	1.656780184819091e-05	0.7092246151878776	0.10526315789473684	0.05555555555555555	0.22727272727272727	0.5660623380564435	0.60896494768626408	-0.0030494053307352775	1.2209793007032634	0.051152485532643489	Bacteria	Firmicutes	Clostridia	Clostridiales				182073
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__173917	91	-0.0328699742605	0.0328699742605	5.815500422889473e-06	6.741711282774074e-06	3.5420737668090904e-06	-0.2315827876063961	0.13157894736842105	0.14814814814814814	0.09090909090909091	-0.0871501757189002	-0.1469536941608037	-0.60392475610450835	0.31001736778290101	0.52850535498271944	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			173917
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__4376230	92	0.031450180741900001	0.031450180741900001	4.826257143139473e-06	3.768321657264815e-06	7.4230078811954546e-06	0.24710166307307263	0.13157894736842105	0.09259259259259259	0.22727272727272727	0.3899710790007623	0.32481244958504257	-0.16049060376935148	0.81011550293943668	0.18958751539268948	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			4376230
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__;otu__137183	93	-0.037618657011099996	0.037618657011099996	0.001962723275746157	0.0025787669850287336	0.0004506159893252863	-0.7568111709156351	0.2894736842105263	0.35185185185185186	0.13636363636363635	-0.30899892533525647	-0.38078028449265972	-0.86146870002546649	0.099908131040147063	0.12051931763306507	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella		137183
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;otu__300859	94	-0.030861948580499999	0.030861948580499999	0.0018655114358402348	0.0021907736963387376	0.0010671404327984545	-0.3121673557010514	0.75	0.8148148148148148	0.5909090909090909	-0.11711339909634343	-0.37053799991048275	-0.83471954890168787	0.093643549080722366	0.11768548201213161	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		300859
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus;otu__4256470	95	-0.036243673153599998	0.036243673153599998	7.62027793134066e-05	5.265412781794444e-05	0.0001340040148022682	0.40074354437811155	0.3157894736842105	0.35185185185185186	0.22727272727272727	-0.13290766627957531	-0.093902986399544128	-0.54487537677282993	0.35706940397374171	0.68319270847672264	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	4256470
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__4301141	96	0.030888792105799999	0.030888792105799999	5.3147154525673695e-05	3.6360220771592594e-05	9.435144646750911e-05	0.40691785168728667	0.2236842105263158	0.14814814814814814	0.4090909090909091	0.43572856956143746	0.52960742170352682	0.023405206705104598	1.0358096367019489	0.040307223670877017	Bacteria	Firmicutes	Clostridia	Clostridiales				4301141
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;otu__76393	97	-0.0353676341741	0.0353676341741	0.0014565493562002593	0.0018865176343649758	0.0004011726734323182	-0.6714784596658913	0.3815789473684211	0.46296296296296297	0.18181818181818182	-0.3260322646340369	-0.44740287947593427	-0.91803759731602197	0.02323183836415349	0.062432063790667403	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		76393
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__199054	98	-0.027456779411599998	0.027456779411599998	0.00019734413478574082	0.0002233171249456037	0.00013359224984789544	-0.22184237713940155	0.8026315789473685	0.8148148148148148	0.7727272727272727	-0.00796892967127534	-0.27284427101447861	-0.73327321117413158	0.18758466914517441	0.24545916440037441	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			199054
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__;otu__194727	99	-0.026162265533699998	0.026162265533699998	5.606956061548685e-06	6.520501394468519e-06	3.364617517109091e-06	-0.23630060477896572	0.10526315789473684	0.1111111111111111	0.09090909090909091	0.021994293706167886	-0.086907729010427121	-0.54020467505737813	0.36638921703652383	0.70708686672146714	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira		194727
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;otu__4302049	100	0.0249485103221	0.0249485103221	1.4232033764692104e-05	8.949935878662965e-06	2.7197183121309092e-05	0.45238544278543874	0.13157894736842105	0.09259259259259259	0.22727272727272727	0.3899710790007623	0.38497115114040481	-0.12873613590151145	0.89867843818232107	0.14188898338803754	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		4302049
